Date,BND_Adj_Close,SPY_Adj_Close,TSLA_Adj_Close,BND_Daily_Return,SPY_Daily_Return,TSLA_Daily_Return,BND_Rolling_Vol_20D,SPY_Rolling_Vol_20D,TSLA_Rolling_Vol_20D
2015-07-30,61.29035949707031,177.7157745361328,17.785999298095703,0.00036903119132314366,0.0002372033230106929,0.011257673505236987,0.0022067340858451237,0.00752057790020808,0.028776278255963166
2015-07-31,61.50080108642578,177.44602966308594,17.74333381652832,0.0034335186003522367,-0.0015178442867603836,-0.0023988239767867015,0.0022641920675023157,0.007529097357329277,0.027157353561881578
2015-08-03,61.64323425292969,176.84750366210938,17.332666397094727,0.002315956280044995,-0.0033730030596512695,-0.023144884928617437,0.0021978525777588665,0.007543407816883151,0.02755545699729649
2015-08-04,61.432273864746094,176.50189208984375,17.75200080871582,-0.0034222796830872815,-0.0019542914946990564,0.02419330078904558,0.002349874665080575,0.007450305172812736,0.026592734963634818
2015-08-05,61.334354400634766,177.0835723876953,18.0086669921875,-0.0015939417174580806,0.0032956037522560155,0.014458436896063187,0.002293442200301375,0.006281705410761796,0.024189600172180248
2015-08-06,61.37201690673828,175.63363647460938,16.408666610717773,0.0006140523768702888,-0.008187862338306262,-0.08884613070827718,0.0021653867938097133,0.006631734581459031,0.03163087852007565
2015-08-07,61.50008010864258,175.29644775390625,16.167333602905273,0.002086670902455401,-0.0019198413667866898,-0.014707655017798138,0.0018853681708887883,0.006048351471921244,0.03171614178453841
2015-08-10,61.37201690673828,177.5050506591797,16.076000213623047,-0.0020823257738536993,0.012599245070693321,-0.005649254943673188,0.001865614266920384,0.006204686059307462,0.031536973785822646
2015-08-11,61.60554122924805,175.9033966064453,15.824666976928711,0.003805061887808492,-0.00902314636561885,-0.015634065274604314,0.001987830724222891,0.006451074053379497,0.03137968274413995
2015-08-12,61.582942962646484,176.1141357421875,15.878000259399414,-0.00036682197981952047,0.0011980390362427151,0.0033702625495031224,0.0019247434105213463,0.0064617286741657015,0.03141777467224288
2015-08-13,61.45491409301758,175.89495849609375,16.167333602905273,-0.0020789664064376767,-0.0012445181936707739,0.018222278547613824,0.0020033979962397713,0.00615198467575018,0.03157883203852044
2015-08-14,61.432273864746094,176.53561401367188,16.209999084472656,-0.00036840387144987385,0.003642261967345517,0.0026389930841606013,0.0020089552852788793,0.006223800920425132,0.030598830029347473
2015-08-17,61.5452995300293,177.52191162109375,16.999332427978516,0.001839841799313069,0.005586961095258136,0.04869422505161958,0.0019978180249806744,0.006377609494912618,0.032125604324626494
2015-08-18,61.432273864746094,177.00767517089844,17.381332397460938,-0.0018364629979265024,-0.0028967491702821535,0.022471468870960187,0.002032185643117252,0.0063514730413489935,0.030357133233127175
